temperature,control,nastaw_t
57.6162393874347,38.0,58.0
57.56948579117673,41.0,58.0
58.037021753756434,34.0,58.0
57.429225002402845,46.0,58.0
57.70974657995065,38.0,58.0
57.85000736872456,38.0,58.0
57.943514561240505,38.0,58.0
57.75650017620862,42.0,58.0
57.89676096498253,38.0,58.0
58.691572101368024,29.0,58.0
58.457804120078166,39.0,58.0
58.59806490885208,35.0,58.0
58.92534008265787,32.0,58.0
58.92534008265787,35.0,58.0
58.831832890141925,36.0,58.0
59.01884727517378,32.0,58.0
59.065600871431755,33.0,58.0
58.92534008265787,35.0,58.0
59.39287604523756,27.0,58.0
58.97209367891584,37.0,58.0
59.01884727517378,32.0,58.0
59.39287604523756,27.0,58.0
58.78507929388395,38.0,58.0
59.53313683401146,23.0,58.0
59.57989043026943,29.0,58.0
58.92534008265787,37.0,58.0
58.8785864863999,24.0,56.0
59.20586166020567,18.0,56.0
58.97209367891584,23.0,56.0
59.20586166020567,17.0,56.0
59.57989043026943,14.0,56.0
59.346122448979585,19.0,56.0
59.57989043026943,13.0,56.0
60.04742639284913,8.0,56.0
59.39287604523756,20.0,56.0
59.720151219043345,9.0,56.0
59.6266440265274,12.0,56.0
59.439629641495515,13.0,56.0
59.860412007817246,5.0,56.0
59.7669048153013,9.0,56.0
59.439629641495515,11.0,56.0
59.67339762278537,4.0,56.0
59.813658411559274,4.0,56.0
59.53313683401146,8.0,56.0
60.04742639284913,0.0,56.0
59.6266440265274,8.0,56.0
59.20586166020567,8.0,56.0
59.813658411559274,0.0,56.0
59.90716560407522,0.0,56.0
59.486383237753486,5.0,56.0
59.25261525646364,4.0,56.0
59.720151219043345,0.0,56.0
59.20586166020567,6.0,56.0
59.1591080639477,1.0,56.0
58.97209367891584,2.0,56.0
59.439629641495515,0.0,56.0
59.7669048153013,0.0,56.0
59.01884727517378,6.0,56.0
58.78507929388395,2.0,56.0
59.346122448979585,0.0,56.0
58.92534008265787,2.0,56.0
59.25261525646364,0.0,56.0
59.20586166020567,0.0,56.0
59.065600871431755,0.0,56.0
59.346122448979585,0.0,56.0
59.20586166020567,0.0,56.0
58.55131131259411,5.0,56.0
58.831832890141925,0.0,56.0
59.01884727517378,0.0,56.0
58.8785864863999,0.0,56.0
58.411050523820194,3.0,56.0
58.691572101368024,0.0,56.0
58.92534008265787,0.0,56.0
58.59806490885208,0.0,56.0
58.97209367891584,0.0,56.0
58.831832890141925,0.0,56.0
58.97209367891584,0.0,56.0
58.97209367891584,0.0,56.0
58.97209367891584,0.0,56.0
57.943514561240505,9.0,56.0
57.943514561240505,0.0,56.0
58.037021753756434,0.0,56.0
58.78507929388395,0.0,56.0
58.691572101368024,0.0,56.0
58.831832890141925,0.0,56.0
58.73832569762598,0.0,56.0
58.411050523820194,0.0,56.0
58.27078973504629,0.0,56.0
57.6162393874347,5.0,56.0
58.50455771633614,0.0,56.0
58.50455771633614,0.0,56.0
57.47597859866082,9.0,56.0
58.17728254253035,0.0,56.0
58.17728254253035,0.0,56.0
57.89676096498253,0.0,56.0
57.28896421362893,5.0,56.0
57.56948579117673,0.0,56.0
57.47597859866082,0.0,56.0
57.52273219491879,0.0,56.0
58.17728254253035,0.0,56.0
57.3357178098869,7.0,56.0
57.52273219491879,0.0,56.0
57.008442636081114,5.0,56.0
57.52273219491879,0.0,56.0
57.47597859866082,0.0,56.0
57.10194982859706,3.0,56.0
57.89676096498253,0.0,56.0
57.38247140614487,3.0,56.0
57.85000736872456,0.0,56.0
57.055196232339085,6.0,56.0
56.96168903982314,0.0,56.0
57.6162393874347,0.0,56.0
57.56948579117673,0.0,56.0
57.28896421362893,0.0,56.0
56.96168903982314,2.0,56.0
56.91493544356517,0.0,56.0
57.055196232339085,0.0,56.0
57.429225002402845,0.0,56.0
56.82142825104924,5.0,56.0
56.634413866017354,1.0,56.0
56.54090667350141,1.0,56.0
56.96168903982314,0.0,56.0
56.307138692211566,6.0,56.0
56.58766026975938,0.0,56.0
56.8681818473072,0.0,56.0
56.307138692211566,6.0,56.0
56.58766026975938,0.0,56.0
57.008442636081114,0.0,56.0
55.97986351840579,11.0,56.0
56.82142825104924,0.0,56.0
56.35389228846954,4.0,56.0
56.12012430717968,3.0,56.0
56.77467465479127,0.0,56.0
56.21363149969562,6.0,56.0
56.44739948098548,0.0,56.0
56.02661711466375,5.0,56.0
56.7279210585333,0.0,56.0
55.69934194085798,12.0,56.0
55.69934194085798,3.0,56.0
55.74609553711595,2.0,56.0
55.79284913337392,2.0,56.0
55.51232755582609,6.0,56.0
55.46557395956812,4.0,56.0
56.44739948098548,0.0,56.0
55.69934194085798,10.0,56.0
55.97986351840579,0.0,56.0
56.307138692211566,0.0,56.0
55.652588344600005,9.0,56.0
55.231805978278274,9.0,56.0
56.07337071092172,0.0,56.0
55.0447915932464,15.0,56.0
55.88635632588985,0.0,56.0
55.51232755582609,8.0,56.0
56.02661711466375,0.0,56.0
55.1850523820203,14.0,56.0
56.307138692211566,0.0,56.0
56.02661711466375,5.0,56.0
55.231805978278274,13.0,56.0
54.95128440073046,10.0,56.0
54.53050203440874,13.0,56.0
55.93310992214782,0.0,56.0
55.652588344600005,8.0,56.0
55.79284913337392,3.0,56.0
54.76427001569857,18.0,56.0
54.4369948418928,13.0,56.0
54.99803799698843,4.0,56.0
55.41882036331015,4.0,56.0
55.46557395956812,7.0,56.0
54.5772556306667,19.0,56.0
54.10971966808701,17.0,56.0
54.15647326434498,13.0,56.0
54.48374843815077,10.0,56.0
54.10971966808701,18.0,56.0
55.74609553711595,0.0,56.0
54.4369948418928,25.0,56.0
53.875951686797166,21.0,56.0
54.5772556306667,8.0,56.0
54.34348764937687,17.0,56.0
54.390241245634826,15.0,56.0
53.829198090539194,23.0,56.0
55.09154518950436,3.0,56.0
55.13829878576233,13.0,56.0
55.46557395956812,10.0,56.0
54.2967340531189,28.0,56.0
54.99803799698843,9.0,56.0
54.7175164194406,19.0,56.0
53.92270528305514,27.0,56.0
54.99803799698843,7.0,56.0
55.278559574536246,13.0,56.0
55.32531317079422,15.0,56.0
54.99803799698843,20.0,56.0
53.64218370550731,35.0,56.0
54.857777208214515,8.0,56.0
53.875951686797166,31.0,56.0
53.92270528305514,23.0,56.0
53.969458879313095,23.0,56.0
54.5772556306667,16.0,56.0
55.231805978278274,13.0,56.0
53.455169320475434,42.0,56.0
54.06296607182904,19.0,56.0
54.2967340531189,22.0,56.0
54.249980456860925,25.0,56.0
53.455169320475434,36.0,56.0
54.016212475571066,22.0,56.0
53.455169320475434,35.0,56.0
54.5772556306667,16.0,56.0
54.06296607182904,33.0,56.0
55.09154518950436,16.0,56.0
54.06296607182904,38.0,56.0
55.0447915932464,17.0,56.0
54.62400922692467,31.0,56.0
55.37206676705219,18.0,56.0
54.99803799698843,30.0,56.0
54.06296607182904,39.0,56.0
53.59543010924935,37.0,56.0
55.37206676705219,11.0,56.0
54.15647326434498,42.0,56.0
54.10971966808701,33.0,56.0
53.64218370550731,39.0,56.0
54.76427001569857,21.0,56.0
54.390241245634826,36.0,56.0
55.278559574536246,21.0,56.0
55.32531317079422,29.0,56.0
55.32531317079422,30.0,56.0
55.278559574536246,30.0,56.0
54.904530804472486,35.0,56.0
54.81102361195654,33.0,56.0
54.016212475571066,43.0,56.0
54.390241245634826,31.0,56.0
53.875951686797166,42.0,56.0
55.13829878576233,21.0,56.0
54.06296607182904,47.0,56.0
54.95128440073046,26.0,56.0
55.74609553711595,24.0,56.0
55.69934194085798,32.0,56.0
55.79284913337392,30.0,56.0
55.278559574536246,38.0,56.0
55.93310992214782,25.0,56.0
54.857777208214515,45.0,56.0
55.69934194085798,25.0,56.0
54.95128440073046,42.0,56.0
55.32531317079422,31.0,56.0
56.02661711466375,25.0,56.0
55.79284913337392,34.0,56.0
55.652588344600005,34.0,56.0
56.16687790343765,26.0,56.0
55.32531317079422,42.0,56.0
55.74609553711595,29.0,56.0
55.55908115208406,35.0,56.0
55.09154518950436,40.0,56.0
56.07337071092172,23.0,56.0
55.83960272963188,35.0,56.0
56.54090667350141,24.0,56.0
55.83960272963188,39.0,56.0
55.74609553711595,34.0,56.0
56.35389228846954,25.0,56.0
56.77467465479127,25.0,56.0
55.79284913337392,41.0,56.0
56.07337071092172,29.0,56.0
56.8681818473072,21.0,56.0
56.91493544356517,28.0,56.0
55.69934194085798,44.0,56.0
56.260385095953595,25.0,56.0
57.14870342485503,19.0,56.0
56.96168903982314,29.0,56.0
56.16687790343765,37.0,56.0
57.055196232339085,19.0,56.0
56.16687790343765,38.0,56.0
57.24221061737097,16.0,56.0
55.93310992214782,42.0,56.0
56.44739948098548,24.0,56.0
56.07337071092172,33.0,56.0
55.97986351840579,31.0,56.0
56.681167462275326,21.0,56.0
55.93310992214782,37.0,56.0
56.35389228846954,25.0,56.0
56.7279210585333,24.0,56.0
56.54090667350141,29.0,56.0
56.02661711466375,34.0,56.0
57.56948579117673,9.0,56.0
56.02661711466375,43.0,56.0
57.28896421362893,13.0,56.0
56.91493544356517,28.0,56.0
56.44739948098548,31.0,56.0
56.58766026975938,25.0,56.0
56.21363149969562,31.0,56.0
56.307138692211566,26.0,56.0
57.943514561240505,6.0,56.0
57.47597859866082,26.0,56.0
56.77467465479127,30.0,56.0
57.429225002402845,15.0,56.0
57.3357178098869,22.0,56.0
56.307138692211566,34.0,56.0
57.89676096498253,4.0,56.0
56.681167462275326,34.0,56.0
56.307138692211566,28.0,56.0
56.7279210585333,19.0,56.0
57.80325377246659,8.0,56.0
57.195457021113,26.0,56.0
57.38247140614487,17.0,56.0
56.82142825104924,26.0,56.0
56.681167462275326,22.0,56.0
58.083775350014406,3.0,56.0
56.82142825104924,31.0,56.0
56.8681818473072,19.0,56.0
57.70974657995065,8.0,56.0
57.56948579117673,17.0,56.0
57.662992983692675,14.0,56.0
56.96168903982314,24.0,56.0
57.70974657995065,8.0,56.0
56.91493544356517,24.0,56.0
56.91493544356517,17.0,56.0
56.82142825104924,18.0,56.0
57.85000736872456,4.0,56.0
57.47597859866082,17.0,56.0
56.44739948098548,27.0,56.0
57.52273219491879,3.0,56.0
58.31754333130425,2.0,56.0
58.22403613878832,10.0,56.0
57.47597859866082,18.0,56.0
57.429225002402845,12.0,56.0
58.17728254253035,1.0,56.0
57.10194982859706,22.0,56.0
56.634413866017354,18.0,56.0
57.85000736872456,0.0,56.0
58.037021753756434,6.0,56.0
57.10194982859706,19.0,56.0
57.47597859866082,6.0,56.0
57.008442636081114,15.0,56.0
57.52273219491879,4.0,56.0
57.89676096498253,3.0,56.0
56.634413866017354,22.0,56.0
57.47597859866082,0.0,56.0
56.82142825104924,16.0,56.0
57.99026815749846,0.0,56.0
56.260385095953595,28.0,56.0
57.943514561240505,0.0,56.0
57.28896421362893,14.0,56.0
56.91493544356517,12.0,56.0
57.195457021113,5.0,56.0
56.58766026975938,15.0,56.0
57.429225002402845,0.0,56.0
56.54090667350141,18.0,56.0
56.96168903982314,4.0,56.0
57.008442636081114,7.0,56.0
57.10194982859706,6.0,56.0
57.10194982859706,7.0,56.0
56.8681818473072,9.0,56.0
56.58766026975938,11.0,56.0
57.47597859866082,0.0,56.0
57.662992983692675,2.0,56.0
56.681167462275326,16.0,56.0
57.52273219491879,0.0,56.0
57.10194982859706,9.0,56.0
56.7279210585333,10.0,56.0
56.44739948098548,10.0,56.0
56.82142825104924,3.0,56.0
56.91493544356517,5.0,56.0
55.79284913337392,20.0,56.0
56.681167462275326,0.0,56.0
55.97986351840579,15.0,56.0
55.79284913337392,11.0,56.0
56.02661711466375,7.0,56.0
56.7279210585333,0.0,56.0
55.97986351840579,16.0,56.0
57.055196232339085,0.0,56.0
56.58766026975938,11.0,56.0
56.35389228846954,9.0,56.0
55.97986351840579,12.0,56.0
57.008442636081114,0.0,56.0
56.49415307724345,11.0,56.0
55.32531317079422,22.0,56.0
55.652588344600005,7.0,56.0
56.49415307724345,0.0,56.0
55.97986351840579,13.0,56.0
56.260385095953595,5.0,56.0
56.40064588472751,6.0,56.0
56.82142825104924,2.0,56.0
55.93310992214782,17.0,56.0
55.51232755582609,14.0,56.0
56.7279210585333,0.0,56.0
56.40064588472751,10.0,56.0
56.681167462275326,3.0,56.0
56.35389228846954,10.0,56.0
56.40064588472751,6.0,56.0
56.35389228846954,7.0,56.0
56.07337071092172,10.0,56.0
56.54090667350141,2.0,56.0
55.93310992214782,14.0,56.0
56.40064588472751,2.0,56.0
55.69934194085798,15.0,56.0
56.02661711466375,5.0,56.0
55.0447915932464,20.0,56.0
54.95128440073046,13.0,56.0
55.88635632588985,0.0,56.0
54.7175164194406,24.0,56.0
54.904530804472486,11.0,56.0
55.55908115208406,5.0,56.0
55.32531317079422,14.0,56.0
55.0447915932464,16.0,56.0
56.12012430717968,0.0,56.0
54.857777208214515,25.0,56.0
54.857777208214515,14.0,56.0
54.390241245634826,21.0,56.0
55.46557395956812,3.0,56.0
55.41882036331015,13.0,56.0
55.46557395956812,13.0,56.0
55.51232755582609,12.0,56.0
54.390241245634826,28.0,56.0
54.81102361195654,12.0,56.0
55.88635632588985,3.0,56.0
55.83960272963188,13.0,56.0
54.95128440073046,24.0,56.0
55.37206676705219,11.0,56.0
54.5772556306667,25.0,56.0
54.4369948418928,20.0,56.0
54.5772556306667,17.0,56.0
55.13829878576233,12.0,56.0
55.13829878576233,17.0,56.0
54.5772556306667,25.0,56.0
53.969458879313095,28.0,56.0
54.2967340531189,19.0,56.0
54.76427001569857,16.0,56.0
54.904530804472486,19.0,56.0
55.231805978278274,16.0,56.0
53.969458879313095,35.0,56.0
54.016212475571066,24.0,56.0
54.4369948418928,20.0,56.0
53.875951686797166,31.0,56.0
54.81102361195654,14.0,56.0
55.13829878576233,19.0,56.0
54.7175164194406,27.0,56.0
54.2967340531189,29.0,56.0
54.20322686060295,27.0,56.0
54.904530804472486,18.0,56.0
54.7175164194406,27.0,56.0
55.32531317079422,18.0,56.0
55.09154518950436,26.0,56.0
55.13829878576233,24.0,56.0
54.53050203440874,32.0,56.0
53.969458879313095,35.0,56.0
55.09154518950436,16.0,56.0
55.32531317079422,23.0,56.0
55.1850523820203,27.0,56.0
54.5772556306667,34.0,56.0
55.278559574536246,20.0,56.0
55.55908115208406,22.0,56.0
55.32531317079422,28.0,56.0
54.67076282318263,35.0,56.0
55.09154518950436,24.0,56.0
55.13829878576233,27.0,56.0
53.969458879313095,43.0,56.0
54.2967340531189,29.0,56.0
54.904530804472486,24.0,56.0
55.1850523820203,26.0,56.0
54.48374843815077,38.0,56.0
55.79284913337392,15.0,56.0
55.32531317079422,33.0,56.0
55.13829878576233,31.0,56.0
55.41882036331015,26.0,56.0
54.95128440073046,35.0,56.0
55.1850523820203,28.0,56.0
54.81102361195654,31.0,55.0
55.278559574536246,22.0,55.0
55.46557395956812,24.0,55.0
55.278559574536246,28.0,55.0
55.13829878576233,28.0,55.0
54.62400922692467,33.0,55.0
55.69934194085798,15.0,55.0
55.37206676705219,28.0,55.0
55.97986351840579,17.0,55.0
55.97986351840579,23.0,55.0
56.02661711466375,22.0,55.0
54.48374843815077,42.0,55.0
55.69934194085798,12.0,55.0
54.62400922692467,37.0,55.0
