temperatura,regulacja,nastaw_t
28.629009707493672,0.0,48.0
29.003038477557425,72.0,48.0
29.143299266331333,79.0,48.0
29.143299266331333,85.0,48.0
28.816024092525545,94.0,48.0
29.003038477557425,94.0,48.0
28.90953128504148,100.0,48.0
29.04979207381539,99.0,48.0
29.09654567007336,100.0,48.0
29.42382084387915,100.0,48.0
29.704342421426965,100.0,48.0
30.218631980264632,100.0,48.0
30.49915355781244,100.0,48.0
30.8731823278762,99.0,48.0
31.714747060519656,96.0,48.0
32.08877583058341,100.0,48.0
32.83683337071092,97.0,48.0
33.25761573703264,100.0,48.0
34.05242687341811,95.0,48.0
34.332948450965944,100.0,48.0
34.893991606061576,98.0,48.0
35.64204914618908,96.0,48.0
36.249845897542684,98.0,48.0
36.85764264889629,99.0,48.0
37.60570018902381,98.0,48.0
38.073236151603496,100.0,48.0
38.86804728798897,95.0,48.0
39.52259763560055,96.0,48.0
40.22390157947008,95.0,48.0
40.831698330823684,95.0,48.0
41.53300227469323,94.0,48.0
42.608334988626524,88.0,48.0
42.88885656617434,95.0,48.0
43.403146125012015,92.0,48.0
43.917435683849675,91.0,48.0
44.61873962771921,88.0,48.0
45.226536379072826,87.0,48.0
45.88108672668439,85.0,48.0
46.956419440617694,77.0,48.0
47.37720180693941,82.0,48.0
47.79798417326114,80.0,48.0
48.405780924614746,76.0,48.0
48.49928811713069,80.0,48.0
49.20059206100022,72.0,48.0
49.8551424086118,70.0,48.0
49.90189600486977,74.0,48.0
50.042156793643656,72.0,48.0
50.696707141255246,65.0,48.0
51.11748950757696,64.0,48.0
51.725286258930566,59.0,48.0
51.95905424022041,61.0,48.0
52.37983660654214,57.0,48.0
52.23957581776823,61.0,48.0
53.31490853170152,45.0,48.0
53.455169320475434,51.0,48.0
53.92270528305514,45.0,48.0
54.06296607182904,46.0,48.0
54.2967340531189,42.0,48.0
54.20322686060295,44.0,48.0
54.48374843815077,38.0,48.0
55.1850523820203,30.0,48.0
54.95128440073046,37.0,48.0
55.60583474834203,25.0,48.0
55.13829878576233,35.0,48.0
55.83960272963188,20.0,48.0
55.88635632588985,23.0,48.0
56.12012430717968,19.0,48.0
56.260385095953595,17.0,48.0
55.83960272963188,21.0,48.0
56.49415307724345,7.0,48.0
56.12012430717968,16.0,48.0
56.634413866017354,4.0,48.0
56.260385095953595,11.0,48.0
56.49415307724345,2.0,48.0
56.49415307724345,2.0,48.0
56.54090667350141,0.0,48.0
56.96168903982314,0.0,48.0
