temperature,control
21.288695094992462,100.0
22.364027808925762,100.0
21.475709480024342,100.0
21.475709480024342,100.0
21.709477461314194,100.0
21.756231057572165,100.0
21.662723865056222,100.0
22.317274212667797,100.0
22.036752635119974,100.0
22.083506231377946,100.0
22.270520616409826,100.0
21.569216672540286,100.0
23.486114119117026,100.0
23.532867715374998,100.0
25.309504373177838,100.0
26.010808317047378,100.0
26.010808317047378,100.0
25.636779546983625,100.0
27.17964822349662,100.0
28.629009707493672,100.0
28.86277768878351,100.0
28.34848812994585,100.0
29.7978496139429,100.0
30.12512478774869,100.0
30.966689520392137,100.0
31.808254253035585,100.0
32.32254381187325,100.0
33.44463012206452,100.0
34.05242687341811,100.0
34.519962835997816,100.0
34.42645564348187,100.0
35.782309934962996,100.0
36.810889052638316,100.0
37.88622176657161,100.0
38.40051132540928,100.0
39.19532246179476,100.0
39.52259763560055,100.0
40.08364079069618,100.0
40.878451927081656,100.0
40.831698330823684,100.0
42.140799026046835,100.0
42.84210296991637,100.0
43.63691410630186,100.0
44.15120366513952,100.0
44.24471085765545,100.0
44.805754012751095,100.0
46.86291224810175,100.0
46.06810111171626,100.0
48.031752154550986,100.0
49.247345657258194,100.0
49.387606446032095,100.0
49.71488161983788,100.0
50.32267837119147,100.0
51.39801108512479,100.0
52.70711178034793,100.0
54.15647326434498,100.0
53.40841572421746,100.0
54.15647326434498,100.0
53.26815493544355,100.0
55.55908115208406,100.0
55.79284913337392,100.0
57.943514561240505,100.0
56.77467465479127,100.0
58.92534008265787,100.0
59.53313683401146,100.0
59.7669048153013,100.0
61.3097734918143,100.0
60.79548393297664,100.0
61.543541473104156,100.0
61.96432383942587,100.0
63.50719251593887,100.0
63.22667093839105,100.0
65.23707557748372,100.0
65.42408996251561,100.0
67.62150898664018,100.0
67.62150898664018,100.0
67.71501617915612,100.0
68.79034889308942,100.0
67.94878416044597,100.0
69.49165283695896,100.0
71.12802870598787,100.0
70.47347835837631,100.0
71.82933264985742,100.0
73.65272290391823,100.0
71.87608624611539,100.0
74.02675167398198,100.0
74.07350527023995,100.0
75.28909877294717,100.0
74.6345484253356,100.0
75.47611315797904,100.0
76.73846025694422,100.0
76.83196744946017,100.0
77.72028577836157,100.0
77.90730016339344,100.0
79.54367603242238,100.0
77.86054656713549,100.0
79.16964726235862,100.0
81.41381988274117,100.0
81.27355909396725,100.0
80.66576234261365,100.0
81.97486303783678,100.0
84.49955723576713,100.0
82.02161663409476,100.0
84.49955723576713,100.0
84.40605004325121,100.0
84.82683240957292,100.0
85.8086579309903,100.0
86.41645468234388,100.0
88.66062730272643,100.0
87.39828020376125,100.0
88.05283055137281,100.0
89.12816326530611,100.0
90.0632351904655,100.0
90.25024957549738,100.0
90.48401755678722,100.0
91.46584307820459,100.0
90.99830711562488,100.0
91.41908948194661,100.0
92.54117579213788,100.0
93.71001569858711,100.0
94.17755166116682,20.0
91.7463646557524,20.0
91.41908948194661,20.0
93.5697549098132,20.0
95.29963797135807,20.0
96.32821708903342,20.0
99.13343286451158,20.0
99.50746163457532,20.0
97.40354980296671,20.0
91.98013263704225,20.0
95.1126235863262,20.0
99.03992567199563,20.0
93.42949412103931,20.0
91.98013263704225,20.0
97.7308249767725,20.0
96.1879563002595,20.0
98.38537532438406,20.0
99.88149040463907,20.0
97.49705699548264,20.0
95.95418831896966,20.0
