temperatura,regulacja,regulacja_pid,nastaw_t
22.644549386473585,99.66797146055701,0.0,58.0
23.392606926601097,99.59742828526895,100.0,58.0
23.43936052285906,99.52757244557517,100.0,58.0
23.299099734085154,99.75344658109412,100.0,58.0
23.392606926601097,99.59742828526895,100.0,58.0
23.345853330343125,99.67425537258356,100.0,58.0
23.626374907890934,99.3894412892694,100.0,58.0
24.28092525550251,100.02289690782624,100.0,58.0
25.028982795630014,100.22504986475504,100.0,58.0
26.010808317047378,94.9496780376861,100.0,58.0
26.61860506840098,85.7444447890669,100.0,58.0
27.413416204786458,98.28361569773676,100.0,58.0
28.34848812994585,99.92769499225092,100.0,58.0
29.42382084387915,99.89783203734115,100.0,58.0
29.704342421426965,99.93774786114213,100.0,58.0
30.545907154070413,99.91668103730953,100.0,58.0
31.340718290455897,100.85621753394796,99.0,58.0
31.995268638067465,99.80644311860644,100.0,58.0
32.509558196905125,101.16848614130613,100.0,58.0
33.35112292954858,101.74677972706692,98.0,58.0
33.818658892128276,92.25601122867553,100.0,58.0
33.95891968090218,92.21481713649644,100.0,58.0
34.66022362477173,98.17056237194804,100.0,58.0
35.268020376125335,103.73086505479431,99.0,58.0
35.59529554993111,96.77144302855886,100.0,58.0
36.249845897542684,100.63185285947583,100.0,58.0
36.623874667606444,97.86146694695022,100.0,58.0
37.184917822702076,99.66790034367487,97.0,58.0
38.11998974786147,100.18019374496541,96.0,58.0
38.77454009547303,96.43701039933075,100.0,58.0
39.70961202063242,99.95659407384795,94.0,58.0
39.943380001922264,99.67797442887559,100.0,58.0
40.878451927081656,98.90682587720869,94.0,58.0
41.34598788966136,98.81610963661747,100.0,58.0
42.04729183353089,100.70731880635051,96.0,58.0
42.514827796110595,97.1525712953549,100.0,58.0
43.07587095120621,99.37117325928176,98.0,58.0
44.01094287636562,94.78765733383733,94.0,58.0
44.29146445391342,97.59590751795002,100.0,58.0
44.805754012751095,97.97987186602512,99.0,58.0
45.834333130426415,97.69148480303846,93.0,58.0
46.629144266811906,94.13512558296591,95.0,58.0
47.003173036875666,79.32510696394232,100.0,58.0
47.47070899945534,75.16759493655675,98.0,58.0
48.031752154550986,87.66518557317085,97.0,58.0
48.359027328356774,85.42500384064331,100.0,58.0
48.77980969467849,75.57368937622776,98.0,58.0
49.387606446032095,96.48794174938892,97.0,58.0
50.08891038990163,70.16821241869901,95.0,58.0
50.55644635248133,92.22043893399962,98.0,58.0
51.11748950757696,77.62057834426597,96.0,58.0
51.538271873898694,49.582816644849636,98.0,58.0
52.1460686252523,55.661550948618945,95.0,58.0
51.49151827764072,50.923207564561665,100.0,58.0
51.86554704770447,52.45994087394779,100.0,58.0
52.52009739531604,63.12618812211817,95.0,58.0
53.40841572421746,42.78754891217045,91.0,58.0
54.249980456860925,44.97305784618291,89.0,58.0
54.67076282318263,55.39806131787428,92.0,58.0
54.53050203440874,50.803262855189345,98.0,58.0
54.4369948418928,48.23989533757637,99.0,58.0
53.64218370550731,41.06626318311777,100.0,58.0
55.88635632588985,31.407593614889443,74.0,58.0
56.02661711466375,28.68392318494825,92.0,58.0
54.34348764937687,46.292814386902535,100.0,58.0
54.53050203440874,50.803262855189345,98.0,58.0
55.41882036331015,49.95203237926439,89.0,58.0
54.390241245634826,47.185139369380536,100.0,58.0
55.74609553711595,35.24555182879357,85.0,58.0
56.77467465479127,19.863324032102533,84.0,58.0
56.54090667350141,21.808321722689648,97.0,58.0
57.38247140614487,15.0924212583297,84.0,58.0
57.195457021113,16.12166145316514,94.0,58.0
55.93310992214782,30.410183509530903,100.0,58.0
55.60583474834203,40.699924677639906,100.0,58.0
57.38247140614487,15.0924212583297,76.0,58.0
56.54090667350141,21.808321722689648,100.0,58.0
55.97986351840579,29.510640970751588,100.0,58.0
57.89676096498253,10.129991288290235,73.0,58.0
57.943514561240505,9.574129375810294,89.0,58.0
56.7279210585333,20.24891588403188,100.0,58.0
56.07337071092172,27.908843815006726,100.0,58.0
57.6162393874347,13.567436011334571,77.0,58.0
58.22403613878832,7.904563355142905,83.0,58.0
56.49415307724345,22.255590366097017,100.0,58.0
56.91493544356517,18.60507676253946,90.0,58.0
58.411050523820194,8.026106630431691,75.0,58.0
58.17728254253035,7.976637506168068,91.0,58.0
58.27078973504629,7.890550313482159,88.0,58.0
56.634413866017354,21.003723929231633,100.0,58.0
58.037021753756434,8.673388701012477,77.0,58.0
56.634413866017354,21.003723929231633,100.0,58.0
58.78507929388395,7.961388083550794,67.0,58.0
58.457804120078166,8.080723248105933,91.0,58.0
58.13052894627238,8.122161174010166,92.0,58.0
56.7279210585333,20.24891588403188,100.0,58.0
57.38247140614487,15.0924212583297,86.0,58.0
58.831832890141925,7.847034659818881,73.0,58.0
57.38247140614487,15.0924212583297,100.0,58.0
57.14870342485503,16.466617030320045,95.0,58.0
58.083775350014406,8.352530064558273,81.0,58.0
57.75650017620862,11.965216836706709,93.0,58.0
58.691572101368024,8.102180202739653,78.0,58.0
57.14870342485503,16.466617030320045,100.0,58.0
57.10194982859706,16.85110280063345,93.0,58.0
56.77467465479127,19.863324032102533,97.0,58.0
57.24221061737097,15.818250948871714,89.0,58.0
58.691572101368024,8.102180202739653,74.0,58.0
58.59806490885208,8.1528635913129,88.0,58.0
58.50455771633614,8.122909209901259,89.0,58.0
57.008442636081114,17.707521926545446,100.0,58.0
58.73832569762598,8.044505875529616,71.0,58.0
58.27078973504629,7.890550313482159,93.0,58.0
57.38247140614487,15.0924212583297,100.0,58.0
57.24221061737097,15.818250948871714,94.0,58.0
56.681167462275326,20.625751104094157,100.0,58.0
56.77467465479127,19.863324032102533,94.0,58.0
