temperature,control
53.0343869541537,40.0
53.221401339185576,40.0
52.473343799058085,40.0
53.221401339185576,40.0
50.6031999487393,40.0
50.790214333771175,40.0
54.34348764937687,40.0
56.96168903982314,40.0
53.68893730176528,40.0
51.58502547015665,40.0
53.875951686797166,40.0
51.63177906641462,40.0
53.969458879313095,40.0
52.052561432736354,40.0
53.221401339185576,40.0
55.60583474834203,40.0
56.91493544356517,40.0
57.56948579117673,40.0
58.083775350014406,40.0
51.91230064396244,40.0
51.538271873898694,40.0
52.052561432736354,40.0
55.09154518950436,40.0
51.725286258930566,40.0
51.86554704770447,40.0
57.38247140614487,40.0
55.88635632588985,40.0
57.24221061737097,40.0
52.23957581776823,40.0
59.065600871431755,40.0
54.15647326434498,40.0
52.2863294140262,40.0
55.88635632588985,40.0
56.07337071092172,40.0
52.89412616537982,40.0
58.97209367891584,40.0
53.455169320475434,40.0
54.857777208214515,40.0
54.10971966808701,40.0
59.01884727517378,40.0
54.4369948418928,40.0
57.195457021113,40.0
57.195457021113,40.0
52.2863294140262,40.0
54.4369948418928,40.0
56.91493544356517,40.0
53.12789414666965,40.0
60.234440777881005,40.0
58.457804120078166,40.0
55.69934194085798,40.0
54.7175164194406,40.0
53.17464774292762,40.0
53.455169320475434,40.0
53.59543010924935,40.0
56.681167462275326,40.0
54.99803799698843,40.0
56.07337071092172,40.0
58.8785864863999,40.0
58.55131131259411,40.0
56.21363149969562,40.0
57.6162393874347,40.0
57.56948579117673,40.0
55.231805978278274,40.0
58.73832569762598,40.0
55.652588344600005,40.0
55.88635632588985,40.0
56.96168903982314,40.0
54.7175164194406,40.0
56.44739948098548,40.0
60.094179989107104,40.0
61.496787876846184,40.0
56.96168903982314,40.0
57.75650017620862,40.0
58.17728254253035,40.0
57.008442636081114,40.0
58.92534008265787,40.0
56.82142825104924,40.0
55.1850523820203,40.0
59.6266440265274,40.0
59.720151219043345,40.0
54.95128440073046,40.0
58.083775350014406,40.0
55.74609553711595,40.0
60.79548393297664,40.0
59.25261525646364,40.0
56.7279210585333,40.0
59.39287604523756,40.0
57.38247140614487,40.0
58.27078973504629,40.0
62.151338224457746,40.0
60.00067279659116,40.0
56.91493544356517,40.0
62.01107743568383,40.0
60.468208759170864,40.0
60.79548393297664,40.0
57.195457021113,40.0
63.13316374587511,40.0
60.42145516291289,40.0
63.320178130906996,40.0
62.71238137955338,40.0
56.82142825104924,40.0
57.008442636081114,40.0
60.79548393297664,40.0
64.16174286355043,40.0
58.13052894627238,40.0
64.44226444109826,40.0
58.92534008265787,40.0
58.22403613878832,40.0
63.97472847851856,40.0
60.18768718162303,40.0
58.831832890141925,40.0
59.346122448979585,40.0
60.00067279659116,40.0
61.40328068433024,40.0
59.065600871431755,40.0
60.42145516291289,40.0
61.496787876846184,40.0
60.93574472175054,40.0
58.13052894627238,40.0
59.7669048153013,40.0
63.36693172716497,40.0
60.60846954794475,40.0
60.094179989107104,40.0
62.525366994521505,40.0
64.48901803735623,40.0
63.413685323422925,40.0
62.24484541697369,40.0
64.11498926729246,40.0
60.60846954794475,40.0
61.1695127030404,40.0
65.61110434754748,40.0
59.39287604523756,40.0
60.51496235542882,40.0
65.37733636625764,40.0
65.61110434754748,40.0
63.08641014961714,40.0
58.50455771633614,40.0
59.346122448979585,40.0
63.413685323422925,40.0
61.122759106782425,40.0
59.439629641495515,40.0
63.13316374587511,40.0
60.79548393297664,40.0
63.553946112196826,40.0
63.273424534649024,40.0
61.122759106782425,40.0
63.17991734213308,40.0
64.39551084484029,40.0
62.29159901323166,40.0
64.58252522987216,40.0
61.73055585813603,40.0
63.553946112196826,40.0
64.2084964598084,40.0
59.57989043026943,40.0
61.543541473104156,40.0
63.74096049722871,40.0
62.525366994521505,40.0
63.17991734213308,40.0
60.42145516291289,40.0
62.47861339826353,40.0
64.95655399993592,40.0
62.85264216832729,40.0
62.946149360843236,40.0
66.49942267644892,40.0
63.08641014961714,40.0
63.6006997084548,40.0
66.92020504277063,40.0
68.22930573799377,40.0
66.2189010989011,40.0
63.64745330471277,40.0
67.4344946016083,40.0
66.54617627270687,40.0
65.56435075128951,40.0
63.881221286002614,40.0
61.263019895556326,40.0
68.13579854547783,40.0
60.93574472175054,40.0
63.17991734213308,40.0
67.06046583154453,40.0
65.98513311761124,40.0
62.104584628199774,40.0
65.84487232883734,40.0
67.06046583154453,40.0
65.98513311761124,40.0
68.50982731554159,40.0
66.17214750264313,40.0
63.17991734213308,40.0
64.86304680741998,40.0
64.6760324223881,40.0
61.216266299298354,40.0
64.90980040367795,40.0
61.122759106782425,40.0
62.33835260948962,40.0
63.36693172716497,40.0
65.1435683849678,40.0
64.81629321116202,40.0
68.97736327812129,40.0
65.09681478870982,40.0
66.359161887675,40.0
69.1176240668952,40.0
66.49942267644892,40.0
67.24748021657642,40.0
62.946149360843236,40.0
67.01371223528656,40.0
65.05006119245185,40.0
66.73319065773875,40.0
69.49165283695896,40.0
66.63968346522282,40.0
69.30463845192708,40.0
65.56435075128951,40.0
62.899395764585265,40.0
67.76176977541408,40.0
65.84487232883734,40.0
65.89162592509531,40.0
62.71238137955338,40.0
69.21113125941113,40.0
65.84487232883734,40.0
67.71501617915612,40.0
69.91243520328067,40.0
69.91243520328067,40.0
66.03188671386921,40.0
63.83446768974464,40.0
63.74096049722871,40.0
66.63968346522282,40.0
69.81892801076474,40.0
69.7254208182488,40.0
66.31240829141703,40.0
63.13316374587511,40.0
65.84487232883734,40.0
65.89162592509531,40.0
67.57475539038221,40.0
64.95655399993592,40.0
68.41632012302566,40.0
67.85527696793002,40.0
70.8007535321821,40.0
66.54617627270687,40.0
65.42408996251561,40.0
68.97736327812129,40.0
70.47347835837631,40.0
69.95918879953864,40.0
65.51759715503155,40.0
67.48124819786626,40.0
66.9669586390286,40.0
70.98776791721397,40.0
64.25525005606637,40.0
65.05006119245185,40.0
65.05006119245185,40.0
68.27605933425174,40.0
67.4344946016083,40.0
67.24748021657642,40.0
67.24748021657642,40.0
67.29423381283439,40.0
69.63191362573285,40.0
68.93060968186332,40.0
65.89162592509531,40.0
64.53577163361419,40.0
